
########## harmonic sweep :: nvm_100Mb ##########
   n       R  feas  bind    BW/SA   cap[bit]      N_SA  L_dsn  fits     BW_raw  pdens/Pmax  BW_thermal
 267    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    3.75e+15    3.75e+15    3.75e+15 
 268    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    3.76e+15    3.76e+15    3.76e+15 
 269    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    3.78e+15    3.78e+15    3.78e+15 
 270    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    3.79e+15    3.79e+15    3.79e+15 
 271    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    3.81e+15    3.81e+15    3.81e+15 
 272    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    3.82e+15    3.82e+15    3.82e+15 
 273    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    3.83e+15    3.83e+15    3.83e+15 
 274    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    3.85e+15    3.85e+15    3.85e+15 
 275    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    3.86e+15    3.86e+15    3.86e+15 
 276    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    3.88e+15    3.88e+15    3.88e+15 
 277    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    3.89e+15    3.89e+15    3.89e+15 
 278    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    3.90e+15    3.90e+15    3.90e+15 
 279    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    3.92e+15    3.92e+15    3.92e+15 
 280    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    3.93e+15    3.93e+15    3.93e+15 
 281    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    3.95e+15    3.95e+15    3.95e+15 
 282    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    3.96e+15    3.96e+15    3.96e+15 
 283    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    3.97e+15    3.97e+15    3.97e+15 
 284    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    3.99e+15    3.99e+15    3.99e+15 
 285    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.00e+15    4.00e+15    4.00e+15 
 286    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.02e+15    4.02e+15    4.02e+15 
 287    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.03e+15    4.03e+15    4.03e+15 
 288    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.04e+15    4.04e+15    4.04e+15 
 289    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.06e+15    4.06e+15    4.06e+15 
 290    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.07e+15    4.07e+15    4.07e+15 
 291    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.09e+15    4.09e+15    4.09e+15 
 292    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.10e+15    4.10e+15    4.10e+15 
 293    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.11e+15    4.11e+15    4.11e+15 
 294    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.13e+15    4.13e+15    4.13e+15 
 295    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.14e+15    4.14e+15    4.14e+15 
 296    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.16e+15    4.16e+15    4.16e+15 
 297    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.17e+15    4.17e+15    4.17e+15 
 298    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.18e+15    4.18e+15    4.18e+15 
 299    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.20e+15    4.20e+15    4.20e+15 
 300    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.21e+15    4.21e+15    4.21e+15 
 301    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.23e+15    4.23e+15    4.23e+15 
 302    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.24e+15    4.24e+15    4.24e+15 
 303    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.25e+15    4.25e+15    4.25e+15 
 304    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.27e+15    4.27e+15    4.27e+15 
 305    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.28e+15    4.28e+15    4.28e+15 
 306    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.30e+15    4.30e+15    4.30e+15 
 307    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.31e+15    4.31e+15    4.31e+15 
 308    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.32e+15    4.32e+15    4.32e+15 
 309    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.34e+15    4.34e+15    4.34e+15 
 310    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.35e+15    4.35e+15    4.35e+15 
 311    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.37e+15    4.37e+15    4.37e+15 
 312    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.38e+15    4.38e+15    4.38e+15 
 313    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.39e+15    4.39e+15    4.39e+15 
 314    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.41e+15    4.41e+15    4.41e+15 
 315    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.42e+15    4.42e+15    4.42e+15 
 316    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.44e+15    4.44e+15    4.44e+15 
 317    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.45e+15    4.45e+15    4.45e+15 
 318    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.46e+15    4.46e+15    4.46e+15 
 319    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.48e+15    4.48e+15    4.48e+15 
 320    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.49e+15    4.49e+15    4.49e+15 
 321    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.51e+15    4.51e+15    4.51e+15 
 322    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.52e+15    4.52e+15    4.52e+15 
 323    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.53e+15    4.53e+15    4.53e+15 
 324    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.55e+15    4.55e+15    4.55e+15 
 325    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.56e+15    4.56e+15    4.56e+15 
 326    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.58e+15    4.58e+15    4.58e+15 
 327    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.59e+15    4.59e+15    4.59e+15 
 328    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.60e+15    4.60e+15    4.60e+15 
 329    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.62e+15    4.62e+15    4.62e+15 
 330    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.63e+15    4.63e+15    4.63e+15 
 331    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.65e+15    4.65e+15    4.65e+15 
 332    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.66e+15    4.66e+15    4.66e+15 
 333    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.67e+15    4.67e+15    4.67e+15 
 334    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.69e+15    4.69e+15    4.69e+15 
 335    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.70e+15    4.70e+15    4.70e+15 
 336    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.72e+15    4.72e+15    4.72e+15 
 337    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.73e+15    4.73e+15    4.73e+15 
 338    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.74e+15    4.74e+15    4.74e+15 
 339    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.76e+15    4.76e+15    4.76e+15 
 340    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.77e+15    4.77e+15    4.77e+15 
 341    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.79e+15    4.79e+15    4.79e+15 
 342    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.80e+15    4.80e+15    4.80e+15 
 343    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.81e+15    4.81e+15    4.81e+15 
 344    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.83e+15    4.83e+15    4.83e+15 
 345    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.84e+15    4.84e+15    4.84e+15 
 346    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.86e+15    4.86e+15    4.86e+15 
 347    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.87e+15    4.87e+15    4.87e+15 
 348    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.88e+15    4.88e+15    4.88e+15 
 349    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.90e+15    4.90e+15    4.90e+15 
 350    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.91e+15    4.91e+15    4.91e+15 
 351    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.93e+15    4.93e+15    4.93e+15 
 352    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.94e+15    4.94e+15    4.94e+15 
 353    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.95e+15    4.95e+15    4.95e+15 
 354    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.97e+15    4.97e+15    4.97e+15 
 355    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    4.98e+15    4.98e+15    4.98e+15 
 356    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.00e+15    5.00e+15    5.00e+15 
 357    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.01e+15    5.01e+15    5.01e+15 
 358    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.02e+15    5.02e+15    5.02e+15 
 359    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.04e+15    5.04e+15    5.04e+15 
 360    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.05e+15    5.05e+15    5.05e+15 
 361    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.07e+15    5.07e+15    5.07e+15 
 362    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.08e+15    5.08e+15    5.08e+15 
 363    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.09e+15    5.09e+15    5.09e+15 
 364    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.11e+15    5.11e+15    5.11e+15 
 365    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.12e+15    5.12e+15    5.12e+15 
 366    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.14e+15    5.14e+15    5.14e+15 
 367    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.15e+15    5.15e+15    5.15e+15 
 368    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.16e+15    5.16e+15    5.16e+15 
 369    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.18e+15    5.18e+15    5.18e+15 
 370    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.19e+15    5.19e+15    5.19e+15 
 371    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.21e+15    5.21e+15    5.21e+15 
 372    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.22e+15    5.22e+15    5.22e+15 
 373    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.23e+15    5.23e+15    5.23e+15 
 374    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.25e+15    5.25e+15    5.25e+15 
 375    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.26e+15    5.26e+15    5.26e+15 
 376    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.28e+15    5.28e+15    5.28e+15 
 377    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.29e+15    5.29e+15    5.29e+15 
 378    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.30e+15    5.30e+15    5.30e+15 
 379    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.32e+15    5.32e+15    5.32e+15 
 380    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.33e+15    5.33e+15    5.33e+15 
 381    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.35e+15    5.35e+15    5.35e+15 
 382    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.36e+15    5.36e+15    5.36e+15 
 383    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.37e+15    5.37e+15    5.37e+15 
 384    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.39e+15    5.39e+15    5.39e+15 
 385    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.40e+15    5.40e+15    5.40e+15 
 386    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.42e+15    5.42e+15    5.42e+15 
 387    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.43e+15    5.43e+15    5.43e+15 
 388    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.44e+15    5.44e+15    5.44e+15 
 389    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.46e+15    5.46e+15    5.46e+15 
 390    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.47e+15    5.47e+15    5.47e+15 
 391    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.49e+15    5.49e+15    5.49e+15 
 392    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.50e+15    5.50e+15    5.50e+15 
 393    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.51e+15    5.51e+15    5.51e+15 
 394    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.53e+15    5.53e+15    5.53e+15 
 395    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.54e+15    5.54e+15    5.54e+15 
 396    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.56e+15    5.56e+15    5.56e+15 
 397    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.57e+15    5.57e+15    5.57e+15 
 398    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.58e+15    5.58e+15    5.58e+15 
 399    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.60e+15    5.60e+15    5.60e+15 
 400    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.61e+15    5.61e+15    5.61e+15 
 401    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.63e+15    5.63e+15    5.63e+15 
 402    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.64e+15    5.64e+15    5.64e+15 
 403    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.65e+15    5.65e+15    5.65e+15 
 404    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.67e+15    5.67e+15    5.67e+15 
 405    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.68e+15    5.68e+15    5.68e+15 
 406    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.70e+15    5.70e+15    5.70e+15 
 407    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.71e+15    5.71e+15    5.71e+15 
 408    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.72e+15    5.72e+15    5.72e+15 
 409    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.74e+15    5.74e+15    5.74e+15 
 410    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.75e+15    5.75e+15    5.75e+15 
 411    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.76e+15    5.76e+15    5.76e+15 
 412    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.78e+15    5.78e+15    5.78e+15 
 413    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.79e+15    5.79e+15    5.79e+15 
 414    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.81e+15    5.81e+15    5.81e+15 
 415    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.82e+15    5.82e+15    5.82e+15 
 416    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.83e+15    5.83e+15    5.83e+15 
 417    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.85e+15*   5.85e+15*   5.85e+15*
 418    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.86e+15    5.86e+15    5.86e+15 
 419    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.88e+15    5.88e+15    5.88e+15 
 420    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.89e+15    5.89e+15    5.89e+15 
 421    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.90e+15    5.90e+15    5.90e+15 
 422    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.92e+15    5.92e+15    5.92e+15 
 423    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.93e+15    5.93e+15    5.93e+15 
 424    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.95e+15    5.95e+15    5.95e+15 
 425    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.96e+15    5.96e+15    5.96e+15 
 426    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.97e+15    5.97e+15    5.97e+15 
 427    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    5.99e+15    5.99e+15    5.99e+15 
 428    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.00e+15    6.00e+15    6.00e+15 
 429    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.02e+15    6.02e+15    6.02e+15 
 430    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.03e+15    6.03e+15    6.03e+15 
 431    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.04e+15    6.04e+15    6.04e+15 
 432    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.06e+15    6.06e+15    6.06e+15 
 433    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.07e+15    6.07e+15    6.07e+15 
 434    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.09e+15    6.09e+15    6.09e+15 
 435    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.10e+15    6.10e+15    6.10e+15 
 436    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.11e+15    6.11e+15    6.11e+15 
 437    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.13e+15    6.13e+15    6.13e+15 
 438    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.14e+15    6.14e+15    6.14e+15 
 439    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.16e+15    6.16e+15    6.16e+15 
 440    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.17e+15    6.17e+15    6.17e+15 
 441    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.18e+15    6.18e+15    6.18e+15 
 442    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.20e+15    6.20e+15    6.20e+15 
 443    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.21e+15    6.21e+15    6.21e+15 
 444    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.23e+15    6.23e+15    6.23e+15 
 445    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.24e+15    6.24e+15    6.24e+15 
 446    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.25e+15    6.25e+15    6.25e+15 
 447    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.27e+15    6.27e+15    6.27e+15 
 448    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.28e+15    6.28e+15    6.28e+15 
 449    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.30e+15    6.30e+15    6.30e+15 
 450    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.31e+15    6.31e+15    6.31e+15 
 451    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.32e+15    6.32e+15    6.32e+15 
 452    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.34e+15    6.34e+15    6.34e+15 
 453    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.35e+15    6.35e+15    6.35e+15 
 454    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.37e+15    6.37e+15    6.37e+15 
 455    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.38e+15    6.38e+15    6.38e+15 
 456    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.39e+15    6.39e+15    6.39e+15 
 457    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.41e+15    6.41e+15    6.41e+15 
 458    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.42e+15    6.42e+15    6.42e+15 
 459    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.44e+15    6.44e+15    6.44e+15 
 460    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.45e+15    6.45e+15    6.45e+15 
 461    SA   2.89e+12    2.89e+13    2.89e+14    2.89e+15    6.46e+15    6.46e+15    6.46e+15 

  (thermal-bound columns are flat in n at ~P_max*A/E_bit; the raw-BW knee in n
   reappears only once the budget releases the constraint -> the 'unlim' column.)
